29,39,0.0058300000000300195
N1,N2,latency
32,47,0.005886666666702738
N1,N2,latency
30,43,0.005789333333361743
N1,N2,latency
30,47,0.00582666666670083
N1,N2,latency
30,41,0.0057600000000338865
N1,N2,latency
29,40,0.00594400000003306
